STUDENT_ID,FIELD_OF_STUDY_ID,DEPARTMENT_ID,DEGREE,YEAR,TIME_ID
2060,5,4,1,2,201510
2061,5,4,1,1,201810
2062,9,8,1,1,201910
2063,1,1,2,1,201710
2064,2,2,1,3,201510
2065,8,7,2,1,201710
2066,9,8,2,2,202010
2067,5,4,1,1,201510
2068,10,8,1,1,201810
2069,5,4,2,2,201410
2070,8,7,1,2,202010
2071,8,7,2,1,201510
2072,10,8,2,1,202010
2073,6,5,2,1,201310
2074,7,6,2,2,201810
2075,1,1,2,1,201910
2076,3,3,1,3,201810
2077,4,2,1,2,201310
2078,6,5,1,2,201410
2079,2,2,1,2,201810
2080,2,2,2,1,201410
2081,9,8,2,1,201410
2082,10,8,2,2,201810
2083,10,8,1,1,201710
2084,2,2,1,1,201410
2085,3,3,2,2,201810
2086,2,2,1,3,201410
2087,8,7,2,1,201610
2088,8,7,1,1,201810
2089,10,8,2,2,201310
2090,6,5,1,3,201610
2091,4,2,2,1,201510
2092,8,7,2,2,202010
2093,10,8,2,1,201910
2094,2,2,1,2,201710
2095,8,7,1,2,201710
2096,6,5,2,2,201910
2097,1,1,1,3,201810
2098,6,5,2,2,201710
2099,6,5,2,1,201510
2100,7,6,1,2,202010
2101,6,5,2,2,201310
2102,7,6,1,2,201710
2103,7,6,1,2,201710
2104,7,6,2,1,201410
2105,4,2,2,2,201610
2106,9,8,1,2,202010
2107,4,2,1,2,201310
2108,10,8,2,2,201910
2109,1,1,2,1,202010
2110,7,6,1,3,201810
2111,3,3,1,3,202010
2112,8,7,2,1,201910
2113,2,2,2,2,201610
2114,10,8,1,3,201310
2115,1,1,1,3,202010
2116,1,1,2,2,201810
2117,5,4,1,3,201810
2118,8,7,1,3,202010
2119,1,1,1,3,201410
2120,2,2,2,1,201610
2121,8,7,2,2,201910
2122,5,4,1,1,201610
2123,5,4,2,2,201810
2124,8,7,1,3,201810
2125,3,3,2,1,201410
2126,9,8,1,3,201310
2127,10,8,1,2,201410
2128,5,4,1,1,201310
2129,4,2,1,3,201610
2130,6,5,2,2,201810
2131,3,3,1,1,201810
2132,6,5,2,2,201310
2133,10,8,2,2,201810
2134,3,3,1,1,201610
2135,6,5,1,1,201310
2136,4,2,1,1,201710
2137,4,2,1,2,201610
2138,4,2,1,2,201810
2139,7,6,2,2,201410
2140,8,7,1,3,201810
2141,1,1,2,1,201810
2142,7,6,2,2,201410
2143,3,3,1,3,201410
2144,5,4,2,2,202010
2145,9,8,1,2,201310
2146,6,5,1,1,201610
2147,4,2,2,1,201710
2148,8,7,1,1,201710
2149,3,3,2,1,201910
2150,4,2,1,2,201710
2151,9,8,2,2,201910
2152,5,4,2,1,202010
2153,2,2,1,1,202010
2154,10,8,2,1,201310
2155,7,6,2,1,201910
2156,10,8,1,2,201510
2157,10,8,1,1,201810
2158,10,8,2,1,201510
2159,6,5,1,1,201610
2160,1,1,1,2,201610
2161,6,5,1,2,201910
2162,2,2,2,2,201510
2163,8,7,1,3,201610
2164,4,2,1,2,201910
2165,3,3,1,2,201310
2166,6,5,1,2,202010
2167,9,8,1,2,201910
2168,1,1,2,1,201310
2169,1,1,2,1,201710
2170,1,1,1,1,201610
2171,4,2,1,2,201910
2172,4,2,1,3,201510
2173,7,6,1,3,201510
2174,2,2,1,3,202010
2175,6,5,1,1,201810
2176,4,2,2,1,201510
2177,3,3,2,1,201410
2178,10,8,1,3,201610
2179,1,1,1,2,201610
2180,4,2,2,2,201610
2181,9,8,1,3,201810
2182,4,2,2,1,201810
2183,9,8,2,1,201410
2184,9,8,1,3,201410
2185,1,1,1,1,201910
2186,10,8,2,1,201510
2187,9,8,1,2,201810
2188,2,2,2,1,201910
2189,7,6,1,2,201810
2190,4,2,1,3,201510
2191,2,2,2,1,201910
2192,6,5,2,2,201610
2193,1,1,2,2,201410
2194,5,4,2,2,201810
2195,6,5,1,2,202010
2196,3,3,2,2,201510
2197,5,4,2,1,201710
2198,3,3,1,3,202010
2199,2,2,2,1,201710
2200,3,3,2,1,201910
2201,3,3,2,2,201510
2202,8,7,2,1,202010
2203,8,7,2,2,201710
2204,4,2,1,1,201510
2205,1,1,2,1,201610
2206,2,2,2,2,201610
2207,8,7,1,1,201410
2208,8,7,1,2,201610
2209,3,3,1,3,201810
2210,3,3,2,2,201710
2211,7,6,1,3,201710
2212,8,7,1,1,201710
2213,1,1,1,2,201510
2214,4,2,1,2,201310
2215,1,1,1,3,201410
2216,1,1,1,1,201810
2217,9,8,1,3,201610
2218,9,8,2,2,201910
2219,4,2,1,1,201310
2220,9,8,2,1,201510
2221,2,2,2,1,201410
2222,3,3,2,2,201610
2223,4,2,2,2,201810
2224,3,3,2,1,201510
2225,10,8,1,1,201410
2226,2,2,1,1,201510
2227,3,3,1,1,201810
2228,8,7,2,2,201810
2229,3,3,2,1,201610
2230,3,3,2,2,201510
2231,6,5,2,1,201510
2232,10,8,1,1,201710
2233,3,3,2,2,201310
2234,7,6,2,2,201410
2235,3,3,1,2,201610
2236,5,4,1,2,201810
2237,2,2,1,1,201710
2238,6,5,2,1,201310
2239,3,3,1,2,202010
2240,7,6,2,1,201410
2241,5,4,1,2,201410
2242,9,8,1,2,201310
2243,2,2,2,1,201910
2244,1,1,1,1,201710
2245,5,4,1,3,201410
2246,8,7,1,2,201310
2247,7,6,1,3,201710
2248,8,7,2,1,201910
2249,4,2,2,1,202010
2250,10,8,2,2,201610
2251,7,6,1,1,201510
2252,7,6,2,1,201410
2253,10,8,1,2,201710
2254,1,1,1,3,201910
2255,8,7,2,1,202010
2256,8,7,1,3,201310
2257,9,8,1,1,201510
2258,2,2,1,1,201810
2259,1,1,1,1,201810
2260,2,2,2,2,201510
2261,2,2,1,3,201510
2262,7,6,2,2,201310
2263,9,8,2,1,201610
2264,3,3,1,2,201710
2265,6,5,1,3,201710
2266,10,8,2,2,201310
2267,6,5,1,2,201810
2268,10,8,1,1,201610
2269,6,5,2,1,201710
2270,7,6,1,1,201710
2271,4,2,1,1,202010
2272,4,2,2,2,201310
2273,10,8,2,2,201310
2274,1,1,1,2,201310
2275,4,2,1,2,201410
2276,3,3,1,3,201710
2277,9,8,1,3,201910
2278,8,7,2,1,201310
2279,1,1,2,1,201510
2280,3,3,1,3,201510
2281,2,2,2,1,201810
2282,1,1,1,3,201610
2283,4,2,2,2,201310
2284,4,2,1,3,201810
2285,5,4,2,2,201910
2286,10,8,1,3,202010
2287,9,8,2,1,201910
2288,5,4,1,2,201910
2289,10,8,2,1,201710
2290,3,3,1,1,201610
2291,2,2,1,1,201610
2292,4,2,1,2,201510
2293,6,5,2,2,201410
2294,4,2,2,2,201310
2295,10,8,2,2,201510
2296,6,5,2,2,201910
2297,3,3,2,1,201710
2298,9,8,1,2,201610
2299,6,5,2,2,201510
2300,2,2,1,3,202010
2301,9,8,1,2,201410
2302,6,5,1,1,201510
2303,2,2,1,1,201610
2304,9,8,1,1,201810
2305,10,8,1,3,201610
2306,6,5,1,1,202010
2307,5,4,2,1,201510
2308,9,8,1,2,201310
2309,9,8,1,3,201410
2310,5,4,1,1,201810
2311,10,8,2,1,201310
2312,5,4,1,2,201910
2313,6,5,1,1,201910
2314,3,3,1,3,202010
2315,10,8,2,2,201610
2316,2,2,1,2,201810
2317,10,8,2,2,201610
2318,2,2,1,1,202010
2319,9,8,1,2,201410
2320,4,2,2,1,201710
2321,2,2,1,3,201410
2322,5,4,2,2,202010
2323,8,7,2,1,201410
2324,7,6,1,1,201510
2325,1,1,1,2,201810
2326,1,1,1,2,201910
2327,4,2,2,2,201410
2328,3,3,1,2,201510
2329,9,8,2,1,202010
2330,8,7,2,1,201810
2331,4,2,1,3,201610
2332,3,3,2,1,201310
2333,4,2,2,1,201810
2334,6,5,1,3,201910
2335,4,2,1,1,201910
2336,2,2,1,1,201310
2337,4,2,1,1,201410
2338,9,8,1,1,201910
2339,8,7,2,2,201610
2340,4,2,1,1,201510
2341,6,5,1,3,201310
2342,9,8,1,1,201410
2343,3,3,1,1,201510
2344,3,3,1,1,201810
2345,10,8,2,1,201410
2346,9,8,2,2,201610
2347,2,2,1,2,201610
2348,7,6,1,3,202010
2349,1,1,2,1,201410
2350,8,7,1,1,201710
2351,7,6,1,3,201510
2352,1,1,1,2,201510
2353,6,5,2,2,202010
2354,4,2,2,2,201710
2355,3,3,2,2,201910
2356,6,5,2,2,201510
2357,8,7,1,2,202010
2358,1,1,2,2,201710
2359,4,2,2,2,201710
2360,2,2,1,3,201610
2361,3,3,1,3,201310
2362,2,2,1,3,201310
2363,8,7,1,2,201710
2364,7,6,2,1,202010
2365,7,6,2,1,201810
2366,4,2,2,1,201710
2367,4,2,1,3,202010
2368,10,8,1,2,201810
2369,3,3,2,2,201910
2370,4,2,1,2,201310
2371,7,6,2,2,201710
2372,6,5,2,2,201310
2373,10,8,1,1,202010
2374,9,8,2,2,202010
2375,2,2,1,1,201410
2376,1,1,2,2,201710
2377,8,7,1,1,202010
2378,7,6,2,2,202010
2379,9,8,2,1,201910
2380,9,8,2,1,201510
2381,3,3,1,2,201810
2382,5,4,1,3,201910
2383,9,8,2,2,201310
2384,9,8,1,2,201810
2385,2,2,1,2,202010
2386,1,1,1,3,202010
2387,7,6,1,1,201810
2388,7,6,1,2,201310
2389,5,4,2,1,202010
2390,5,4,2,1,201910
2391,5,4,1,1,201910
2392,8,7,2,2,201810
2393,2,2,2,1,201410
2394,5,4,2,1,201810
2395,1,1,2,1,202010
2396,5,4,2,1,201710
2397,8,7,2,2,201410
2398,3,3,2,2,201910
2399,6,5,2,1,201910
2400,4,2,2,1,201610
2401,6,5,1,2,201410
2402,6,5,2,1,201510
2403,4,2,2,1,201510
2404,10,8,1,3,201710
2405,5,4,2,1,201810
2406,2,2,1,2,202010
2407,7,6,1,2,201310
2408,6,5,1,1,201610
2409,7,6,2,1,201410
2410,1,1,2,1,201810
2411,1,1,2,2,201610
2412,10,8,2,2,201710
2413,8,7,2,2,201610
2414,4,2,1,3,201810
2415,2,2,1,2,201410
2416,10,8,1,2,201810
2417,3,3,2,2,201810
2418,5,4,1,3,201310
2419,3,3,2,2,201810
2420,6,5,2,2,201710
2421,3,3,1,3,202010
2422,3,3,1,2,201710
2423,7,6,2,2,201510
2424,5,4,1,2,201910
2425,10,8,2,1,201410
2426,7,6,2,2,201610
2427,2,2,2,1,201310
2428,1,1,1,2,201510
2429,1,1,2,2,202010
2430,9,8,1,2,202010
2431,3,3,2,2,201810
2432,4,2,2,1,201510
2433,10,8,1,2,201810
2434,2,2,2,2,201310
2435,10,8,2,2,201310
2436,6,5,1,3,201710
2437,4,2,2,1,201810
2438,8,7,2,1,201710
2439,8,7,2,1,201310
2440,9,8,2,2,202010
2441,5,4,2,2,202010
2442,10,8,2,1,201410
2443,6,5,2,2,201610
2444,5,4,2,1,201410
2445,8,7,2,1,201710
2446,7,6,2,1,202010
2447,2,2,1,3,201410
2448,1,1,2,1,201610
2449,5,4,1,2,201810
2450,1,1,1,2,201810
2451,2,2,1,3,201410
2452,3,3,2,2,201310
2453,3,3,2,2,201810
2454,3,3,1,1,201710
2455,5,4,2,1,201410
2456,1,1,2,1,201510
2457,3,3,1,2,201310
2458,10,8,1,2,201610
2459,9,8,1,3,201510
2460,7,6,2,2,201810
2461,6,5,1,3,201410
2462,10,8,2,1,201410
2463,7,6,2,1,202010
2464,8,7,1,1,201810
2465,8,7,1,2,201810
2466,6,5,2,2,201810
2467,10,8,2,1,201310
2468,7,6,2,1,201410
2469,4,2,2,2,201610
2470,2,2,1,3,201810
2471,2,2,1,1,201410
2472,5,4,2,2,201410
2473,7,6,1,2,201410
2474,2,2,1,2,201710
2475,2,2,1,1,202010
2476,4,2,2,1,202010
2477,4,2,2,2,201310
2478,5,4,1,1,201910
2479,3,3,2,2,201710
2480,9,8,2,1,201610
2481,9,8,1,1,201410
2482,1,1,2,2,201410
2483,4,2,2,2,202010
2484,4,2,2,2,201910
2485,1,1,1,3,201810
2486,4,2,2,2,201710
2487,5,4,2,2,202010
2488,9,8,2,1,201910
2489,9,8,1,2,201510
2490,5,4,2,1,201510
2491,2,2,1,1,201910
2492,8,7,2,1,201510
2493,10,8,1,3,201810
2494,3,3,2,1,201710
2495,1,1,1,1,201810
2496,7,6,2,1,202010
2497,7,6,2,2,201310
2498,2,2,1,2,201410
2499,5,4,2,1,202010
2500,5,4,2,1,201910
2501,4,2,2,1,201610
2502,7,6,1,3,201410
2503,5,4,2,2,201410
2504,4,2,2,2,201710
2505,10,8,1,1,201510
2506,4,2,2,2,201310
2507,2,2,1,1,201710
2508,10,8,2,2,201510
2509,5,4,1,2,201610
2510,6,5,1,3,201310
2511,4,2,1,2,201710
2512,5,4,2,1,201910
2513,3,3,2,2,201410
2514,9,8,2,1,201810
2515,10,8,1,3,201310
2516,5,4,2,1,201310
2517,5,4,2,2,201410
2518,10,8,2,1,201510
2519,8,7,2,1,201410
2520,7,6,1,1,201510
2521,9,8,2,1,202010
2522,6,5,1,1,202010
2523,6,5,2,2,201310
2524,1,1,2,2,201910
2525,4,2,2,2,201510
2526,7,6,1,2,201910
2527,2,2,1,2,201610
2528,2,2,2,2,201710
2529,2,2,1,2,201410
2530,6,5,1,1,201410
2531,10,8,2,2,201510
2532,5,4,2,1,201610
2533,4,2,2,2,201910
2534,7,6,1,1,201410
2535,5,4,2,1,201410
2536,8,7,2,1,201410
2537,2,2,2,1,201810
2538,5,4,2,1,201710
2539,4,2,1,1,201510
2540,9,8,2,1,201310
2541,7,6,2,1,201710
2542,1,1,1,3,201710
2543,5,4,2,1,202010
2544,6,5,2,2,201410
2545,10,8,2,1,201610
2546,4,2,2,1,202010
2547,3,3,2,1,202010
2548,7,6,2,1,201610
2549,1,1,1,2,202010
2550,7,6,1,1,201710
2551,5,4,1,1,201710
2552,9,8,1,2,201310
2553,4,2,2,2,201310
2554,3,3,2,2,201610
2555,8,7,2,1,202010
2556,6,5,1,2,201310
2557,7,6,2,2,201810
2558,2,2,2,2,201510
2559,5,4,2,1,201310
2560,5,4,2,2,201510
2561,1,1,2,2,201810
2562,2,2,1,2,201410
2563,4,2,2,2,201410
2564,5,4,2,1,201410
2565,10,8,2,1,201610
2566,5,4,2,2,201510
2567,9,8,2,1,201910
2568,2,2,1,1,201810
2569,1,1,1,3,201410
2570,4,2,1,2,201810
2571,4,2,1,3,201310
2572,6,5,2,2,201310
2573,3,3,2,1,201910
2574,2,2,2,2,201610
2575,2,2,1,3,201410
2576,2,2,2,1,201310
2577,6,5,1,3,201710
2578,2,2,1,3,202010
2579,2,2,1,3,201910
2580,3,3,1,1,201510
2581,2,2,1,3,201410
2582,9,8,2,1,201410
2583,3,3,1,1,201310
2584,1,1,1,3,201810
2585,3,3,1,3,201310
2586,6,5,1,2,201310
2587,1,1,2,1,201910
2588,4,2,2,2,201510
2589,6,5,2,2,201610
2590,7,6,2,2,201510
2591,5,4,2,2,201410
2592,3,3,2,1,201610
2593,6,5,2,2,201610
2594,8,7,2,1,201610
2595,6,5,2,1,201910
2596,8,7,2,1,201910
2597,2,2,1,3,201710
2598,6,5,1,2,201410
2599,4,2,1,1,201310
2600,5,4,2,1,201510
2601,3,3,2,1,201710
2602,5,4,2,2,201910
2603,3,3,2,2,201810
2604,8,7,2,2,201310
2605,9,8,2,2,202010
2606,7,6,1,1,201610
2607,10,8,2,2,201310
2608,7,6,2,2,201710
2609,7,6,1,3,201910
2610,4,2,1,1,201410
2611,2,2,1,1,201910
2612,4,2,2,1,201710
2613,2,2,1,2,201310
2614,1,1,1,2,201710
2615,7,6,2,1,201610
2616,1,1,2,2,202010
2617,2,2,2,1,201510
2618,3,3,2,2,201410
2619,9,8,1,1,201910
2620,5,4,1,3,202010
2621,5,4,2,1,201910
2622,6,5,1,1,201910
2623,8,7,2,2,201710
2624,4,2,2,2,201710
2625,2,2,2,2,201810
2626,2,2,2,1,201810
2627,2,2,1,1,201610
2628,10,8,1,3,201810
2629,4,2,2,1,201510
2630,2,2,1,1,201910
2631,7,6,1,1,202010
2632,5,4,1,3,201410
2633,10,8,2,1,201810
2634,7,6,1,3,201310
2635,3,3,2,1,201410
2636,1,1,2,2,201810
2637,7,6,2,1,201810
2638,9,8,1,1,201610
2639,7,6,2,1,201810
2640,3,3,1,2,201310
2641,1,1,2,1,201310
2642,3,3,2,2,201510
2643,8,7,1,2,201610
2644,7,6,1,1,201710
2645,3,3,1,1,201910
2646,6,5,1,2,201710
2647,9,8,1,3,201810
2648,2,2,1,2,202010
2649,9,8,2,2,201610
2650,3,3,1,2,201310
2651,5,4,2,2,202010
2652,2,2,2,1,201710
2653,5,4,1,2,201310
2654,1,1,2,1,201910
2655,6,5,1,2,201910
2656,7,6,1,1,201710
2657,7,6,2,1,201610
2658,2,2,2,2,201410
2659,10,8,1,2,201510
2660,1,1,2,1,202010
2661,4,2,1,2,201410
2662,10,8,1,2,201610
2663,2,2,1,3,201510
2664,10,8,1,2,201610
2665,2,2,2,2,201610
2666,10,8,1,1,201910
2667,8,7,1,3,201410
2668,6,5,1,3,201410
2669,10,8,2,2,201710
2670,3,3,1,3,201910
2671,10,8,2,2,201310
2672,2,2,2,2,201910
2673,6,5,2,2,201710
2674,3,3,1,1,201310
2675,6,5,2,1,201610
2676,4,2,1,1,201710
2677,7,6,1,1,201410
2678,3,3,2,1,201510
2679,3,3,2,2,201810
2680,8,7,1,3,201910
2681,2,2,1,1,201310
2682,5,4,2,1,201710
2683,5,4,2,1,201610
2684,5,4,1,2,202010
2685,9,8,1,2,201810
2686,8,7,1,3,201510
2687,1,1,2,1,201610
2688,7,6,2,2,201410
2689,8,7,1,2,201610
2690,10,8,1,1,202010
2691,2,2,1,2,201410
2692,4,2,2,2,201710
2693,10,8,1,2,202010
2694,10,8,1,1,201710
2695,2,2,2,1,201510
2696,6,5,2,2,201610
2697,5,4,2,1,201710
2698,3,3,2,2,201510
2699,9,8,2,1,201610
2700,9,8,2,1,201710
2701,3,3,1,1,201710
2702,5,4,1,3,201710
2703,4,2,1,1,201710
2704,3,3,1,2,201510
2705,4,2,1,3,201310
2706,8,7,1,3,202010
2707,2,2,2,2,201710
2708,5,4,1,3,201410
2709,10,8,1,3,202010
2710,3,3,1,2,201410
2711,8,7,1,2,201810
2712,8,7,2,1,201410
2713,6,5,1,3,202010
2714,3,3,2,1,201510
2715,3,3,2,1,201910
2716,6,5,2,1,201510
2717,6,5,1,3,201510
2718,5,4,1,2,201710
2719,7,6,2,1,201910
2720,1,1,1,2,202010
2721,9,8,1,3,201510
2722,1,1,1,1,201310
2723,2,2,1,3,202010
2724,5,4,2,1,201910
2725,7,6,2,1,201810
2726,7,6,2,2,201310
2727,8,7,2,1,202010
2728,10,8,1,2,201710
2729,7,6,2,2,201510
2730,8,7,1,1,201810
2731,7,6,2,1,202010
2732,10,8,2,2,201310
2733,8,7,2,2,201510
2734,9,8,2,1,201410
2735,10,8,2,2,201310
2736,9,8,1,2,201410
2737,5,4,2,1,201910
2738,5,4,1,1,201510
2739,3,3,1,2,201310
2740,1,1,2,1,202010
2741,3,3,2,1,202010
2742,2,2,2,1,201510
2743,9,8,2,1,201610
2744,1,1,1,3,201710
2745,7,6,2,2,201810
2746,7,6,2,2,202010
2747,5,4,2,1,201310
2748,6,5,2,2,201610
2749,6,5,2,1,201410
2750,6,5,2,1,202010
2751,10,8,2,1,201510
2752,6,5,2,1,201810
2753,5,4,1,2,201710
2754,1,1,1,3,201710
2755,10,8,2,2,202010
2756,7,6,2,1,201910
2757,1,1,2,2,202010
2758,9,8,1,2,201610
2759,3,3,2,1,201410
2760,10,8,2,1,201410
2761,6,5,2,2,202010
2762,3,3,2,1,201310
2763,9,8,2,1,201410
2764,1,1,1,2,201510
2765,10,8,1,3,201610
2766,8,7,1,3,201510
2767,1,1,1,2,201610
2768,5,4,2,2,201610
2769,8,7,1,3,201310
2770,6,5,1,2,201810
2771,2,2,1,1,201910
2772,9,8,1,3,201810
2773,2,2,1,1,201710
2774,10,8,2,1,201410
2775,10,8,2,2,201910
2776,6,5,1,2,201610
2777,5,4,2,2,201410
2778,8,7,2,1,201810
2779,9,8,1,3,201810
2780,4,2,1,1,202010
2781,10,8,2,2,201810
2782,4,2,1,1,201810
2783,4,2,2,2,201810
2784,7,6,1,3,201310
2785,2,2,2,1,201910
2786,8,7,1,3,201910
2787,6,5,1,1,201410
2788,1,1,2,2,201710
2789,8,7,1,3,201410
2790,6,5,2,1,201910
2791,8,7,2,1,201810
2792,10,8,2,2,201910
2793,8,7,1,2,201610
2794,7,6,2,2,201410
2795,9,8,2,2,202010
2796,5,4,2,1,201410
2797,3,3,2,1,201510
2798,2,2,2,2,202010
2799,6,5,1,1,201310
2800,7,6,2,1,201810
2801,5,4,1,1,201710
2802,5,4,2,2,201710
2803,6,5,2,2,201510
2804,8,7,1,3,201610
2805,7,6,2,2,201710
2806,4,2,1,3,201510
2807,10,8,2,1,201410
2808,9,8,1,2,201610
2809,3,3,1,1,201410
2810,6,5,2,2,201410
2811,2,2,1,2,201410
2812,5,4,1,2,201610
2813,10,8,1,2,201510
2814,2,2,2,1,201710
2815,1,1,1,1,201810
2816,5,4,2,1,201410
2817,5,4,2,1,201910
2818,3,3,1,1,201510
2819,4,2,1,3,201510
2820,7,6,2,1,201710
2821,4,2,2,1,201310
2822,10,8,1,2,201910
2823,7,6,1,1,201810
2824,9,8,1,2,201310
2825,2,2,1,3,201610
2826,5,4,2,2,201910
2827,9,8,2,1,202010
2828,8,7,1,2,201710
2829,2,2,1,3,201810
2830,3,3,2,1,201810
2831,6,5,2,1,202010
2832,5,4,2,1,201810
2833,3,3,1,3,201610
2834,1,1,1,1,201710
2835,10,8,1,1,201610
2836,3,3,1,3,201910
2837,4,2,2,2,201710
2838,3,3,1,1,201310
2839,8,7,2,2,201510
2840,2,2,1,2,201410
2841,8,7,1,1,201410
2842,9,8,2,1,201510
2843,8,7,2,2,201310
2844,5,4,1,1,201510
2845,2,2,1,3,201310
2846,5,4,1,3,201410
2847,1,1,2,2,201610
2848,3,3,1,1,201710
2849,6,5,1,3,201910
2850,2,2,1,3,202010
2851,1,1,1,1,201810
2852,3,3,1,3,201810
2853,5,4,2,2,201710
2854,5,4,1,1,201310
2855,1,1,2,1,201810
2856,6,5,2,1,202010
2857,5,4,2,2,201810
2858,9,8,2,2,201810
2859,7,6,1,1,201710
2860,8,7,1,1,201510
2861,6,5,1,2,201310
2862,6,5,1,3,201410
2863,4,2,2,2,202010
2864,8,7,2,2,201810
2865,3,3,1,2,201310
2866,8,7,2,1,201410
2867,8,7,2,1,201710
2868,10,8,2,2,201610
2869,4,2,1,2,201710
2870,7,6,2,2,201710
2871,5,4,2,1,201610
2872,6,5,2,1,201810
2873,5,4,2,2,202010
2874,1,1,2,1,201610
2875,7,6,2,2,201310
2876,2,2,1,3,201910
2877,9,8,2,2,201910
2878,5,4,2,2,201510
2879,9,8,1,2,202010
2880,6,5,2,2,201710
2881,3,3,1,1,202010
2882,1,1,1,1,201710
2883,1,1,1,2,201910
2884,7,6,2,2,201810
2885,7,6,2,1,201510
2886,6,5,1,1,201610
2887,2,2,1,2,201910
2888,5,4,1,1,201910
2889,4,2,2,1,202010
2890,5,4,2,1,201310
2891,6,5,2,1,201510
2892,1,1,2,2,201810
2893,1,1,1,3,201410
2894,3,3,2,1,201810
2895,8,7,1,1,201610
2896,2,2,1,2,201810
2897,7,6,1,3,201710
2898,6,5,1,3,201810
2899,3,3,2,2,201910
2900,9,8,2,1,201910
2901,2,2,2,2,201810
2902,7,6,1,2,201910
2903,10,8,1,1,201810
2904,3,3,2,2,202010
2905,3,3,2,2,201310
2906,5,4,2,1,201510
2907,8,7,2,1,201910
2908,8,7,1,2,201810
2909,3,3,1,3,201410
2910,2,2,2,2,201910
2911,6,5,2,1,201410
2912,2,2,2,2,202010
2913,5,4,1,1,201310
2914,4,2,2,2,201410
2915,9,8,2,2,202010
2916,6,5,1,1,201310
2917,5,4,1,3,201910
2918,2,2,1,1,201410
2919,3,3,2,1,201510
2920,7,6,1,1,201310
2921,10,8,1,1,201510
2922,7,6,1,2,201610
2923,1,1,1,2,201710
2924,5,4,2,2,202010
2925,9,8,1,2,202010
2926,2,2,1,2,201610
2927,5,4,2,1,201810
2928,9,8,2,1,201610
2929,9,8,1,3,201410
2930,2,2,2,1,202010
2931,6,5,1,2,201410
2932,8,7,2,1,201710
2933,8,7,1,2,202010
2934,10,8,1,3,201910
2935,4,2,2,1,201910
2936,7,6,2,2,201510
2937,1,1,2,2,202010
2938,3,3,2,1,201910
2939,1,1,1,2,201710
2940,10,8,1,3,201410
2941,8,7,2,2,201510
2942,3,3,2,1,201410
2943,6,5,1,2,201910
2944,1,1,2,2,201810
2945,5,4,1,2,201510
2946,7,6,1,2,201710
2947,8,7,2,1,201810
2948,5,4,1,2,201510
2949,1,1,1,2,201710
2950,5,4,1,3,201810
2951,8,7,2,1,201610
2952,4,2,2,1,202010
2953,3,3,2,2,201410
2954,8,7,2,1,201410
2955,3,3,2,2,201810
2956,2,2,2,2,201510
2957,9,8,1,2,201410
2958,1,1,2,1,201710
2959,10,8,2,1,201610
2960,9,8,2,2,201910
2961,8,7,1,1,201810
2962,5,4,1,2,201610
2963,1,1,1,3,201810
2964,8,7,1,2,201410
2965,1,1,1,1,201810
2966,9,8,1,3,201710
2967,9,8,1,2,201710
2968,7,6,1,3,201810
2969,5,4,1,2,201910
2970,9,8,2,1,201710
2971,5,4,1,2,201610
2972,9,8,2,2,201810
2973,10,8,2,2,201610
2974,3,3,1,2,201710
2975,6,5,1,3,201910
2976,9,8,1,1,201910
2977,10,8,1,3,201310
2978,10,8,2,1,201610
2979,7,6,2,2,201910
2980,3,3,1,1,201710
2981,5,4,2,1,202010
2982,3,3,2,1,202010
2983,4,2,2,2,201310
2984,9,8,2,2,201610
2985,3,3,2,1,201610
2986,3,3,1,1,202010
2987,3,3,2,2,201410
2988,10,8,2,2,201610
2989,6,5,2,1,202010
2990,7,6,1,2,201510
2991,3,3,2,2,201610
2992,6,5,2,2,201810
2993,3,3,1,1,201510
2994,6,5,2,2,201910
2995,9,8,2,2,201610
2996,10,8,1,1,201310
2997,10,8,1,2,201410
2998,9,8,1,1,201510
2999,1,1,1,1,201910
3000,8,7,1,3,201310
3001,2,2,1,2,201910
3002,4,2,1,2,201310
3003,7,6,2,1,201810
3004,1,1,1,2,201910
3005,3,3,1,3,201510
3006,4,2,2,1,201810
3007,7,6,2,2,201610
3008,5,4,1,3,201310
3009,10,8,1,3,201510
3010,6,5,2,1,201310
3011,7,6,1,3,201810
3012,9,8,1,3,201810
3013,6,5,1,3,201510
3014,8,7,2,1,202010
3015,2,2,1,3,201710
3016,5,4,1,2,202010
3017,7,6,2,2,201910
3018,5,4,1,3,201310
3019,6,5,2,2,202010
3020,7,6,1,1,201810
3021,3,3,1,1,201510
3022,3,3,1,1,201810
3023,4,2,2,1,201310
3024,6,5,2,2,201510
3025,6,5,1,2,201410
3026,1,1,1,3,201410
3027,9,8,2,2,201910
3028,3,3,1,3,201310
3029,7,6,1,2,201910
3030,7,6,1,2,202010
3031,8,7,1,1,201510
3032,10,8,1,2,201510
3033,10,8,2,1,201310
3034,6,5,2,2,201910
3035,10,8,2,2,201510
3036,1,1,1,2,201510
3037,10,8,1,1,201910
3038,7,6,1,3,202010
3039,5,4,1,3,202010
3040,4,2,2,2,201810
3041,10,8,1,3,201710
3042,4,2,2,1,201610
3043,3,3,1,2,201510
3044,10,8,1,1,201410
3045,3,3,1,3,202010
3046,2,2,2,2,201510
3047,5,4,1,1,201710
3048,8,7,2,2,201410
3049,9,8,1,2,201710
3050,9,8,1,2,201910
3051,4,2,1,3,201510
3052,10,8,2,2,201610
3053,6,5,1,2,201410
3054,6,5,2,2,201610
3055,9,8,1,1,201410
